",""source"",""target"",""type"",""weight"""
"780,""Enrique Iglesias"",""Zion & Lennox"",""undirected"",2.35294117647059"
"781,""Descemer Bueno"",""Zion & Lennox"",""undirected"",2.35294117647059"
"782,""Nicky Jam"",""Wisin"",""undirected"",2.22222222222222"
"783,""The Chainsmokers"",""Coldplay"",""undirected"",2.10526315789474"
"784,""DJ Khaled"",""Chance The Rapper"",""undirected"",2"
"785,""DJ Khaled"",""Justin Bieber"",""undirected"",2"
"786,""DJ Khaled"",""Lil Wayne"",""undirected"",2"
"787,""DJ Khaled"",""Quavo"",""undirected"",2"
"788,""Chance The Rapper"",""Justin Bieber"",""undirected"",2"
"789,""Chance The Rapper"",""Lil Wayne"",""undirected"",2"
"790,""Chance The Rapper"",""Quavo"",""undirected"",2"
"791,""Justin Bieber"",""Lil Wayne"",""undirected"",2"
"792,""Justin Bieber"",""Quavo"",""undirected"",2"
"793,""Lil Wayne"",""Quavo"",""undirected"",2"
"794,""Gorillaz"",""D.R.A.M."",""undirected"",1.9047619047619"
"795,""Prince Royce"",""Shakira"",""undirected"",1.81818181818182"
"796,""J Balvin"",""Pitbull"",""undirected"",1.73913043478261"
"797,""J Balvin"",""Camila Cabello"",""undirected"",1.73913043478261"
"798,""Pitbull"",""Camila Cabello"",""undirected"",1.73913043478261"
"799,""Martin Jensen"",""The Vamps"",""undirected"",1.48148148148148"
"800,""Wisin"",""Ozuna"",""undirected"",1.42857142857143"
"801,""Maluma"",""Ricky Martin"",""undirected"",1.37931034482759"
"802,""Zedd"",""Alessia Cara"",""undirected"",1.25"
"803,""The Weeknd"",""Daft Punk"",""undirected"",1.21212121212121"
"804,""Kygo"",""Selena Gomez"",""undirected"",1.14285714285714"
"805,""Dua Lipa"",""Martin Garrix"",""undirected"",1.02564102564103"
"806,""Jason Derülo"",""Nicki Minaj"",""undirected"",20"
"807,""Jason Derülo"",""Ty Dolla $ign"",""undirected"",20"
"808,""Nicki Minaj"",""Ty Dolla $ign"",""undirected"",20"
"809,""Luis Fonsi"",""Daddy Yankee"",""undirected"",6.66666666666667"
"810,""Nicky Jam"",""Wisin"",""undirected"",4"
"811,""Clean Bandit"",""Zara Larsson"",""undirected"",3.63636363636364"
"812,""Enrique Iglesias"",""Descemer Bueno"",""undirected"",2.5"
"813,""Enrique Iglesias"",""Zion & Lennox"",""undirected"",2.5"
"814,""Descemer Bueno"",""Zion & Lennox"",""undirected"",2.5"
"815,""DJ Khaled"",""Chance The Rapper"",""undirected"",2.35294117647059"
"816,""DJ Khaled"",""Justin Bieber"",""undirected"",2.35294117647059"
"817,""DJ Khaled"",""Lil Wayne"",""undirected"",2.35294117647059"
"818,""DJ Khaled"",""Quavo"",""undirected"",2.35294117647059"
"819,""Chance The Rapper"",""Justin Bieber"",""undirected"",2.35294117647059"
"820,""Chance The Rapper"",""Lil Wayne"",""undirected"",2.35294117647059"
"821,""Chance The Rapper"",""Quavo"",""undirected"",2.35294117647059"
"822,""Justin Bieber"",""Lil Wayne"",""undirected"",2.35294117647059"
"823,""Justin Bieber"",""Quavo"",""undirected"",2.35294117647059"
"824,""Lil Wayne"",""Quavo"",""undirected"",2.35294117647059"
"825,""DNCE"",""Nicki Minaj"",""undirected"",2.22222222222222"
"826,""Calvin Harris"",""Ariana Grande"",""undirected"",2.10526315789474"
"827,""Calvin Harris"",""Pharrell Williams"",""undirected"",2.10526315789474"
"828,""Calvin Harris"",""Young Thug"",""undirected"",2.10526315789474"
"829,""Ariana Grande"",""Pharrell Williams"",""undirected"",2.10526315789474"
"830,""Ariana Grande"",""Young Thug"",""undirected"",2.10526315789474"
"831,""Pharrell Williams"",""Young Thug"",""undirected"",2.10526315789474"
"832,""Kygo"",""Ellie Goulding"",""undirected"",2"
"833,""The Chainsmokers"",""Coldplay"",""undirected"",1.9047619047619"
"834,""Gorillaz"",""D.R.A.M."",""undirected"",1.81818181818182"
"835,""Ariana Grande"",""Future"",""undirected"",1.66666666666667"
"836,""Wisin"",""Ozuna"",""undirected"",1.6"
"837,""Martin Jensen"",""The Vamps"",""undirected"",1.53846153846154"
"838,""Prince Royce"",""Shakira"",""undirected"",1.48148148148148"
"839,""J Balvin"",""Pitbull"",""undirected"",1.42857142857143"
"840,""J Balvin"",""Camila Cabello"",""undirected"",1.42857142857143"
"841,""Pitbull"",""Camila Cabello"",""undirected"",1.42857142857143"
"842,""Maluma"",""Ricky Martin"",""undirected"",1.25"
"843,""Zedd"",""Alessia Cara"",""undirected"",1.17647058823529"
"844,""The Weeknd"",""Daft Punk"",""undirected"",1.05263157894737"
"845,""Kygo"",""Selena Gomez"",""undirected"",1.02564102564103"
"846,""Jason Derülo"",""Nicki Minaj"",""undirected"",20"
"847,""Jason Derülo"",""Ty Dolla $ign"",""undirected"",20"
"848,""Nicki Minaj"",""Ty Dolla $ign"",""undirected"",20"
"849,""Nicky Jam"",""Wisin"",""undirected"",8"
"850,""Luis Fonsi"",""Daddy Yankee"",""undirected"",5.71428571428571"
"851,""DJ Khaled"",""Chance The Rapper"",""undirected"",3.63636363636364"
"852,""DJ Khaled"",""Justin Bieber"",""undirected"",3.63636363636364"
"853,""DJ Khaled"",""Lil Wayne"",""undirected"",3.63636363636364"
"854,""DJ Khaled"",""Quavo"",""undirected"",3.63636363636364"
"855,""Chance The Rapper"",""Justin Bieber"",""undirected"",3.63636363636364"
"856,""Chance The Rapper"",""Lil Wayne"",""undirected"",3.63636363636364"
"857,""Chance The Rapper"",""Quavo"",""undirected"",3.63636363636364"
"858,""Justin Bieber"",""Lil Wayne"",""undirected"",3.63636363636364"
"859,""Justin Bieber"",""Quavo"",""undirected"",3.63636363636364"
"860,""Lil Wayne"",""Quavo"",""undirected"",3.63636363636364"
"861,""Enrique Iglesias"",""Descemer Bueno"",""undirected"",3.07692307692308"
"862,""Enrique Iglesias"",""Zion & Lennox"",""undirected"",3.07692307692308"
"863,""Descemer Bueno"",""Zion & Lennox"",""undirected"",3.07692307692308"
"864,""Chayanne"",""Wisin"",""undirected"",2.66666666666667"
"865,""Clean Bandit"",""Zara Larsson"",""undirected"",2.35294117647059"
"866,""DNCE"",""Nicki Minaj"",""undirected"",2.10526315789474"
"867,""David Guetta"",""Justin Bieber"",""undirected"",2"
"868,""The Chainsmokers"",""Coldplay"",""undirected"",1.9047619047619"
"869,""Wisin"",""Ozuna"",""undirected"",1.81818181818182"
"870,""Kygo"",""Ellie Goulding"",""undirected"",1.73913043478261"
"871,""Calvin Harris"",""Ariana Grande"",""undirected"",1.66666666666667"
"872,""Calvin Harris"",""Pharrell Williams"",""undirected"",1.66666666666667"
"873,""Calvin Harris"",""Young Thug"",""undirected"",1.66666666666667"
"874,""Ariana Grande"",""Pharrell Williams"",""undirected"",1.66666666666667"
"875,""Ariana Grande"",""Young Thug"",""undirected"",1.66666666666667"
"876,""Pharrell Williams"",""Young Thug"",""undirected"",1.66666666666667"
"877,""J Balvin"",""Pitbull"",""undirected"",1.6"
"878,""J Balvin"",""Camila Cabello"",""undirected"",1.6"
"879,""Pitbull"",""Camila Cabello"",""undirected"",1.6"
"880,""Martin Jensen"",""The Vamps"",""undirected"",1.53846153846154"
"881,""Gorillaz"",""D.R.A.M."",""undirected"",1.48148148148148"
"882,""Prince Royce"",""Shakira"",""undirected"",1.37931034482759"
"883,""Ariana Grande"",""Future"",""undirected"",1.17647058823529"
"884,""The Weeknd"",""Daft Punk"",""undirected"",1.08108108108108"
"885,""Maluma"",""Ricky Martin"",""undirected"",1.05263157894737"
"886,""Jason Derülo"",""Nicki Minaj"",""undirected"",20"
"887,""Jason Derülo"",""Ty Dolla $ign"",""undirected"",20"
"888,""Nicki Minaj"",""Ty Dolla $ign"",""undirected"",20"
"889,""DJ Khaled"",""Chance The Rapper"",""undirected"",8"
"890,""DJ Khaled"",""Justin Bieber"",""undirected"",8"
"891,""DJ Khaled"",""Lil Wayne"",""undirected"",8"
"892,""DJ Khaled"",""Quavo"",""undirected"",8"
"893,""Chance The Rapper"",""Justin Bieber"",""undirected"",8"
"894,""Chance The Rapper"",""Lil Wayne"",""undirected"",8"
"895,""Chance The Rapper"",""Quavo"",""undirected"",8"
"896,""Justin Bieber"",""Lil Wayne"",""undirected"",8"
"897,""Justin Bieber"",""Quavo"",""undirected"",8"
"898,""Lil Wayne"",""Quavo"",""undirected"",8"
"899,""Nicky Jam"",""Wisin"",""undirected"",6.66666666666667"
"900,""Enrique Iglesias"",""Descemer Bueno"",""undirected"",4"
"901,""Enrique Iglesias"",""Zion & Lennox"",""undirected"",4"
"902,""Descemer Bueno"",""Zion & Lennox"",""undirected"",4"
"903,""Chayanne"",""Wisin"",""undirected"",3.63636363636364"
"904,""Luis Fonsi"",""Daddy Yankee"",""undirected"",3.33333333333333"
"905,""DNCE"",""Nicki Minaj"",""undirected"",2.5"
"906,""David Guetta"",""Justin Bieber"",""undirected"",2.35294117647059"
"907,""Clean Bandit"",""Zara Larsson"",""undirected"",2.10526315789474"
"908,""Wisin"",""Ozuna"",""undirected"",2"
"909,""J Balvin"",""Pitbull"",""undirected"",1.9047619047619"
"910,""J Balvin"",""Camila Cabello"",""undirected"",1.9047619047619"
"911,""Pitbull"",""Camila Cabello"",""undirected"",1.9047619047619"
"912,""Kygo"",""Ellie Goulding"",""undirected"",1.66666666666667"
"913,""The Chainsmokers"",""Coldplay"",""undirected"",1.53846153846154"
"914,""Martin Jensen"",""The Vamps"",""undirected"",1.42857142857143"
"915,""Prince Royce"",""Shakira"",""undirected"",1.37931034482759"
"916,""Gorillaz"",""D.R.A.M."",""undirected"",1.29032258064516"
"917,""Calvin Harris"",""Ariana Grande"",""undirected"",1.17647058823529"
"918,""Calvin Harris"",""Pharrell Williams"",""undirected"",1.17647058823529"
"919,""Calvin Harris"",""Young Thug"",""undirected"",1.17647058823529"
"920,""Ariana Grande"",""Pharrell Williams"",""undirected"",1.17647058823529"
"921,""Ariana Grande"",""Young Thug"",""undirected"",1.17647058823529"
"922,""Pharrell Williams"",""Young Thug"",""undirected"",1.17647058823529"
"923,""The Weeknd"",""Daft Punk"",""undirected"",1.11111111111111"
"924,""Ariana Grande"",""Future"",""undirected"",1.02564102564103"
"925,""Maluma"",""Ricky Martin"",""undirected"",1"
"926,""Jason Derülo"",""Nicki Minaj"",""undirected"",13.3333333333333"
"927,""Jason Derülo"",""Ty Dolla $ign"",""undirected"",13.3333333333333"
"928,""Nicki Minaj"",""Ty Dolla $ign"",""undirected"",13.3333333333333"
"929,""Nicky Jam"",""Wisin"",""undirected"",10"
"930,""DJ Khaled"",""Chance The Rapper"",""undirected"",5.71428571428571"
"931,""DJ Khaled"",""Justin Bieber"",""undirected"",5.71428571428571"
"932,""DJ Khaled"",""Lil Wayne"",""undirected"",5.71428571428571"
"933,""DJ Khaled"",""Quavo"",""undirected"",5.71428571428571"
"934,""Chance The Rapper"",""Justin Bieber"",""undirected"",5.71428571428571"
"935,""Chance The Rapper"",""Lil Wayne"",""undirected"",5.71428571428571"
"936,""Chance The Rapper"",""Quavo"",""undirected"",5.71428571428571"
"937,""Justin Bieber"",""Lil Wayne"",""undirected"",5.71428571428571"
"938,""Justin Bieber"",""Quavo"",""undirected"",5.71428571428571"
"939,""Lil Wayne"",""Quavo"",""undirected"",5.71428571428571"
"940,""Luis Fonsi"",""Daddy Yankee"",""undirected"",5"
"941,""David Guetta"",""Justin Bieber"",""undirected"",3.63636363636364"
"942,""Enrique Iglesias"",""Descemer Bueno"",""undirected"",3.33333333333333"
"943,""Enrique Iglesias"",""Zion & Lennox"",""undirected"",3.33333333333333"
"944,""Descemer Bueno"",""Zion & Lennox"",""undirected"",3.33333333333333"
"945,""Chayanne"",""Wisin"",""undirected"",3.07692307692308"
"946,""The Weeknd"",""Daft Punk"",""undirected"",2.5"
"947,""The Weeknd"",""Kygo"",""undirected"",2.5"
"948,""Daft Punk"",""Kygo"",""undirected"",2.5"
"949,""DNCE"",""Nicki Minaj"",""undirected"",2.22222222222222"
"950,""Wisin"",""Ozuna"",""undirected"",2.10526315789474"
"951,""J Balvin"",""Pitbull"",""undirected"",1.73913043478261"
"952,""J Balvin"",""Camila Cabello"",""undirected"",1.73913043478261"
"953,""Pitbull"",""Camila Cabello"",""undirected"",1.73913043478261"
"954,""Clean Bandit"",""Zara Larsson"",""undirected"",1.6"
"955,""The Chainsmokers"",""Coldplay"",""undirected"",1.48148148148148"
"956,""Prince Royce"",""Shakira"",""undirected"",1.42857142857143"
"957,""Martin Jensen"",""The Vamps"",""undirected"",1.37931034482759"
"958,""Kygo"",""Ellie Goulding"",""undirected"",1.29032258064516"
"959,""Gorillaz"",""D.R.A.M."",""undirected"",1.11111111111111"
"960,""The Weeknd"",""Daft Punk"",""undirected"",1.05263157894737"
"961,""Nicky Jam"",""Wisin"",""undirected"",10"
"962,""David Guetta"",""Justin Bieber"",""undirected"",8"
"963,""Jason Derülo"",""Nicki Minaj"",""undirected"",6.66666666666667"
"964,""Jason Derülo"",""Ty Dolla $ign"",""undirected"",6.66666666666667"
"965,""Nicki Minaj"",""Ty Dolla $ign"",""undirected"",6.66666666666667"
"966,""Enrique Iglesias"",""Descemer Bueno"",""undirected"",5.71428571428571"
"967,""Enrique Iglesias"",""Zion & Lennox"",""undirected"",5.71428571428571"
"968,""Descemer Bueno"",""Zion & Lennox"",""undirected"",5.71428571428571"
"969,""Bruno Mars"",""David Guetta"",""undirected"",5"
"970,""Luis Fonsi"",""Daddy Yankee"",""undirected"",4.44444444444444"
"971,""DJ Khaled"",""Chance The Rapper"",""undirected"",2.85714285714286"
"972,""DJ Khaled"",""Justin Bieber"",""undirected"",2.85714285714286"
"973,""DJ Khaled"",""Lil Wayne"",""undirected"",2.85714285714286"
"974,""DJ Khaled"",""Quavo"",""undirected"",2.85714285714286"
"975,""Chance The Rapper"",""Justin Bieber"",""undirected"",2.85714285714286"
"976,""Chance The Rapper"",""Lil Wayne"",""undirected"",2.85714285714286"
"977,""Chance The Rapper"",""Quavo"",""undirected"",2.85714285714286"
"978,""Justin Bieber"",""Lil Wayne"",""undirected"",2.85714285714286"
"979,""Justin Bieber"",""Quavo"",""undirected"",2.85714285714286"
"980,""Lil Wayne"",""Quavo"",""undirected"",2.85714285714286"
"981,""J Balvin"",""Willy William"",""undirected"",2.66666666666667"
"982,""Wisin"",""Ozuna"",""undirected"",2.22222222222222"
"983,""Chayanne"",""Wisin"",""undirected"",2"
"984,""DNCE"",""Nicki Minaj"",""undirected"",1.9047619047619"
"985,""The Chainsmokers"",""Coldplay"",""undirected"",1.66666666666667"
"986,""Clean Bandit"",""Zara Larsson"",""undirected"",1.42857142857143"
"987,""Prince Royce"",""Shakira"",""undirected"",1.37931034482759"
"988,""J Balvin"",""Pitbull"",""undirected"",1.33333333333333"
"989,""J Balvin"",""Camila Cabello"",""undirected"",1.33333333333333"
"990,""Pitbull"",""Camila Cabello"",""undirected"",1.33333333333333"
"991,""The Weeknd"",""Daft Punk"",""undirected"",1.17647058823529"
"992,""Martin Jensen"",""The Vamps"",""undirected"",1.14285714285714"
"993,""Kygo"",""Ellie Goulding"",""undirected"",1.05263157894737"
"994,""Gorillaz"",""D.R.A.M."",""undirected"",1.02564102564103"
"995,""David Guetta"",""Justin Bieber"",""undirected"",40"
"996,""Bruno Mars"",""David Guetta"",""undirected"",10"
"997,""Nicky Jam"",""Wisin"",""undirected"",5.71428571428571"
"998,""J Balvin"",""Willy William"",""undirected"",5"
"999,""Luis Fonsi"",""Daddy Yankee"",""undirected"",4.44444444444444"
"1000,""Enrique Iglesias"",""Descemer Bueno"",""undirected"",2.5"
"1001,""Enrique Iglesias"",""Zion & Lennox"",""undirected"",2.5"
"1002,""Descemer Bueno"",""Zion & Lennox"",""undirected"",2.5"
"1003,""Wisin"",""Ozuna"",""undirected"",2.35294117647059"
"1004,""Jason Derülo"",""Nicki Minaj"",""undirected"",2.22222222222222"
"1005,""Jason Derülo"",""Ty Dolla $ign"",""undirected"",2.22222222222222"
"1006,""Nicki Minaj"",""Ty Dolla $ign"",""undirected"",2.22222222222222"
"1007,""DJ Khaled"",""Chance The Rapper"",""undirected"",2"
"1008,""DJ Khaled"",""Justin Bieber"",""undirected"",2"
"1009,""DJ Khaled"",""Lil Wayne"",""undirected"",2"
"1010,""DJ Khaled"",""Quavo"",""undirected"",2"
"1011,""Chance The Rapper"",""Justin Bieber"",""undirected"",2"
"1012,""Chance The Rapper"",""Lil Wayne"",""undirected"",2"
"1013,""Chance The Rapper"",""Quavo"",""undirected"",2"
"1014,""Justin Bieber"",""Lil Wayne"",""undirected"",2"
"1015,""Justin Bieber"",""Quavo"",""undirected"",2"
"1016,""Lil Wayne"",""Quavo"",""undirected"",2"
"1017,""Chayanne"",""Wisin"",""undirected"",1.81818181818182"
"1018,""DNCE"",""Nicki Minaj"",""undirected"",1.6"
"1019,""The Chainsmokers"",""Coldplay"",""undirected"",1.48148148148148"
"1020,""Prince Royce"",""Shakira"",""undirected"",1.37931034482759"
"1021,""Clean Bandit"",""Zara Larsson"",""undirected"",1.29032258064516"
"1022,""J Balvin"",""Pitbull"",""undirected"",1.25"
"1023,""J Balvin"",""Camila Cabello"",""undirected"",1.25"
"1024,""Pitbull"",""Camila Cabello"",""undirected"",1.25"
"1025,""The Weeknd"",""Daft Punk"",""undirected"",1.14285714285714"
"1026,""Martin Jensen"",""The Vamps"",""undirected"",1.08108108108108"
"1027,""Gorillaz"",""D.R.A.M."",""undirected"",1.02564102564103"
"1028,""Bruno Mars"",""David Guetta"",""undirected"",40"
"1029,""David Guetta"",""Justin Bieber"",""undirected"",20"
"1030,""J Balvin"",""Willy William"",""undirected"",13.3333333333333"
"1031,""Nicky Jam"",""Wisin"",""undirected"",5.71428571428571"
"1032,""Calvin Harris"",""Big Sean"",""undirected"",4"
"1033,""Calvin Harris"",""Katy Perry"",""undirected"",4"
"1034,""Calvin Harris"",""Pharrell Williams"",""undirected"",4"
"1035,""Big Sean"",""Katy Perry"",""undirected"",4"
"1036,""Big Sean"",""Pharrell Williams"",""undirected"",4"
"1037,""Katy Perry"",""Pharrell Williams"",""undirected"",4"
"1038,""Luis Fonsi"",""Daddy Yankee"",""undirected"",2.66666666666667"
"1039,""Wisin"",""Ozuna"",""undirected"",2.35294117647059"
"1040,""Enrique Iglesias"",""Descemer Bueno"",""undirected"",2.22222222222222"
"1041,""Enrique Iglesias"",""Zion & Lennox"",""undirected"",2.22222222222222"
"1042,""Descemer Bueno"",""Zion & Lennox"",""undirected"",2.22222222222222"
"1043,""Jason Derülo"",""Nicki Minaj"",""undirected"",2.10526315789474"
"1044,""Jason Derülo"",""Ty Dolla $ign"",""undirected"",2.10526315789474"
"1045,""Nicki Minaj"",""Ty Dolla $ign"",""undirected"",2.10526315789474"
"1046,""DJ Khaled"",""Chance The Rapper"",""undirected"",1.81818181818182"
"1047,""DJ Khaled"",""Justin Bieber"",""undirected"",1.81818181818182"
"1048,""DJ Khaled"",""Lil Wayne"",""undirected"",1.81818181818182"
"1049,""DJ Khaled"",""Quavo"",""undirected"",1.81818181818182"
"1050,""Chance The Rapper"",""Justin Bieber"",""undirected"",1.81818181818182"
"1051,""Chance The Rapper"",""Lil Wayne"",""undirected"",1.81818181818182"
"1052,""Chance The Rapper"",""Quavo"",""undirected"",1.81818181818182"
"1053,""Justin Bieber"",""Lil Wayne"",""undirected"",1.81818181818182"
"1054,""Justin Bieber"",""Quavo"",""undirected"",1.81818181818182"
"1055,""Lil Wayne"",""Quavo"",""undirected"",1.81818181818182"
"1056,""Chayanne"",""Wisin"",""undirected"",1.66666666666667"
"1057,""DNCE"",""Nicki Minaj"",""undirected"",1.53846153846154"
"1058,""The Chainsmokers"",""Coldplay"",""undirected"",1.33333333333333"
"1059,""Prince Royce"",""Shakira"",""undirected"",1.29032258064516"
"1060,""The Weeknd"",""Daft Punk"",""undirected"",1.14285714285714"
"1061,""Gorillaz"",""D.R.A.M."",""undirected"",1.05263157894737"
"1062,""Clean Bandit"",""Zara Larsson"",""undirected"",1.02564102564103"
"1063,""J Balvin"",""Pitbull"",""undirected"",1"
"1064,""J Balvin"",""Camila Cabello"",""undirected"",1"
"1065,""Pitbull"",""Camila Cabello"",""undirected"",1"
"1066,""Bruno Mars"",""David Guetta"",""undirected"",40"
"1067,""J Balvin"",""Willy William"",""undirected"",20"
"1068,""David Guetta"",""Justin Bieber"",""undirected"",10"
"1069,""Calvin Harris"",""Big Sean"",""undirected"",5"
"1070,""Calvin Harris"",""Katy Perry"",""undirected"",5"
"1071,""Calvin Harris"",""Pharrell Williams"",""undirected"",5"
"1072,""Big Sean"",""Katy Perry"",""undirected"",5"
"1073,""Big Sean"",""Pharrell Williams"",""undirected"",5"
"1074,""Katy Perry"",""Pharrell Williams"",""undirected"",5"
"1075,""Nicky Jam"",""Wisin"",""undirected"",4.44444444444444"
"1076,""Luis Fonsi"",""Daddy Yankee"",""undirected"",2.85714285714286"
"1077,""DJ Khaled"",""Chance The Rapper"",""undirected"",2.22222222222222"
"1078,""DJ Khaled"",""Justin Bieber"",""undirected"",2.22222222222222"
"1079,""DJ Khaled"",""Lil Wayne"",""undirected"",2.22222222222222"
"1080,""DJ Khaled"",""Quavo"",""undirected"",2.22222222222222"
"1081,""Chance The Rapper"",""Justin Bieber"",""undirected"",2.22222222222222"
"1082,""Chance The Rapper"",""Lil Wayne"",""undirected"",2.22222222222222"
"1083,""Chance The Rapper"",""Quavo"",""undirected"",2.22222222222222"
"1084,""Justin Bieber"",""Lil Wayne"",""undirected"",2.22222222222222"
"1085,""Justin Bieber"",""Quavo"",""undirected"",2.22222222222222"
"1086,""Lil Wayne"",""Quavo"",""undirected"",2.22222222222222"
"1087,""Wisin"",""Ozuna"",""undirected"",2.10526315789474"
"1088,""Jason Derülo"",""Nicki Minaj"",""undirected"",2"
"1089,""Jason Derülo"",""Ty Dolla $ign"",""undirected"",2"
"1090,""Nicki Minaj"",""Ty Dolla $ign"",""undirected"",2"
"1091,""Chayanne"",""Wisin"",""undirected"",1.9047619047619"
"1092,""Enrique Iglesias"",""Descemer Bueno"",""undirected"",1.73913043478261"
"1093,""Enrique Iglesias"",""Zion & Lennox"",""undirected"",1.73913043478261"
"1094,""Descemer Bueno"",""Zion & Lennox"",""undirected"",1.73913043478261"
"1095,""DNCE"",""Nicki Minaj"",""undirected"",1.37931034482759"
"1096,""The Chainsmokers"",""Coldplay"",""undirected"",1.25"
"1097,""Prince Royce"",""Shakira"",""undirected"",1.14285714285714"
"1098,""Gorillaz"",""D.R.A.M."",""undirected"",1.11111111111111"
"1099,""The Weeknd"",""Daft Punk"",""undirected"",1.08108108108108"
"1100,""J Balvin"",""Pitbull"",""undirected"",1.02564102564103"
"1101,""J Balvin"",""Camila Cabello"",""undirected"",1.02564102564103"
"1102,""Pitbull"",""Camila Cabello"",""undirected"",1.02564102564103"
"1103,""Clean Bandit"",""Zara Larsson"",""undirected"",1"
"1104,""J Balvin"",""Willy William"",""undirected"",20"
"1105,""Bruno Mars"",""David Guetta"",""undirected"",13.3333333333333"
"1106,""Calvin Harris"",""Big Sean"",""undirected"",10"
"1107,""Calvin Harris"",""Katy Perry"",""undirected"",10"
"1108,""Calvin Harris"",""Pharrell Williams"",""undirected"",10"
"1109,""Big Sean"",""Katy Perry"",""undirected"",10"
"1110,""Big Sean"",""Pharrell Williams"",""undirected"",10"
"1111,""Katy Perry"",""Pharrell Williams"",""undirected"",10"
"1112,""David Guetta"",""Justin Bieber"",""undirected"",6.66666666666667"
"1113,""Nicky Jam"",""Wisin"",""undirected"",3.63636363636364"
"1114,""Wisin"",""Ozuna"",""undirected"",3.07692307692308"
"1115,""Luis Fonsi"",""Daddy Yankee"",""undirected"",2.66666666666667"
"1116,""DJ Khaled"",""Chance The Rapper"",""undirected"",2.22222222222222"
"1117,""DJ Khaled"",""Justin Bieber"",""undirected"",2.22222222222222"
"1118,""DJ Khaled"",""Lil Wayne"",""undirected"",2.22222222222222"
"1119,""DJ Khaled"",""Quavo"",""undirected"",2.22222222222222"
"1120,""Chance The Rapper"",""Justin Bieber"",""undirected"",2.22222222222222"
"1121,""Chance The Rapper"",""Lil Wayne"",""undirected"",2.22222222222222"
"1122,""Chance The Rapper"",""Quavo"",""undirected"",2.22222222222222"
"1123,""Justin Bieber"",""Lil Wayne"",""undirected"",2.22222222222222"
"1124,""Justin Bieber"",""Quavo"",""undirected"",2.22222222222222"
"1125,""Lil Wayne"",""Quavo"",""undirected"",2.22222222222222"
"1126,""Big Sean"",""Coldplay"",""undirected"",2"
"1127,""Jason Derülo"",""Nicki Minaj"",""undirected"",1.9047619047619"
"1128,""Jason Derülo"",""Ty Dolla $ign"",""undirected"",1.9047619047619"
"1129,""Nicki Minaj"",""Ty Dolla $ign"",""undirected"",1.9047619047619"
"1130,""Enrique Iglesias"",""Descemer Bueno"",""undirected"",1.73913043478261"
"1131,""Enrique Iglesias"",""Zion & Lennox"",""undirected"",1.73913043478261"
"1132,""Descemer Bueno"",""Zion & Lennox"",""undirected"",1.73913043478261"
"1133,""Chayanne"",""Wisin"",""undirected"",1.66666666666667"
"1134,""The Vamps"",""Tini"",""undirected"",1.48148148148148"
"1135,""DNCE"",""Nicki Minaj"",""undirected"",1.25"
"1136,""Gorillaz"",""D.R.A.M."",""undirected"",1.11111111111111"
"1137,""J Balvin"",""Pitbull"",""undirected"",1.08108108108108"
"1138,""J Balvin"",""Camila Cabello"",""undirected"",1.08108108108108"
"1139,""Pitbull"",""Camila Cabello"",""undirected"",1.08108108108108"
"1140,""Prince Royce"",""Shakira"",""undirected"",1.05263157894737"
"1141,""The Chainsmokers"",""Coldplay"",""undirected"",1.02564102564103"
"1142,""J Balvin"",""Willy William"",""undirected"",40"
"1143,""Bruno Mars"",""David Guetta"",""undirected"",20"
"1144,""Calvin Harris"",""Big Sean"",""undirected"",13.3333333333333"
"1145,""Calvin Harris"",""Katy Perry"",""undirected"",13.3333333333333"
"1146,""Calvin Harris"",""Pharrell Williams"",""undirected"",13.3333333333333"
"1147,""Big Sean"",""Katy Perry"",""undirected"",13.3333333333333"
"1148,""Big Sean"",""Pharrell Williams"",""undirected"",13.3333333333333"
"1149,""Katy Perry"",""Pharrell Williams"",""undirected"",13.3333333333333"
"1150,""Nicky Jam"",""Wisin"",""undirected"",6.66666666666667"
"1151,""David Guetta"",""Justin Bieber"",""undirected"",5.71428571428571"
"1152,""Wisin"",""Ozuna"",""undirected"",3.07692307692308"
"1153,""Luis Fonsi"",""Daddy Yankee"",""undirected"",2.85714285714286"
"1154,""Maite Perroni"",""Cali y El Dandee"",""undirected"",2.66666666666667"
"1155,""Big Sean"",""Coldplay"",""undirected"",2.10526315789474"
"1156,""DJ Khaled"",""Chance The Rapper"",""undirected"",1.73913043478261"
"1157,""DJ Khaled"",""Justin Bieber"",""undirected"",1.73913043478261"
"1158,""DJ Khaled"",""Lil Wayne"",""undirected"",1.73913043478261"
"1159,""DJ Khaled"",""Quavo"",""undirected"",1.73913043478261"
"1160,""Chance The Rapper"",""Justin Bieber"",""undirected"",1.73913043478261"
"1161,""Chance The Rapper"",""Lil Wayne"",""undirected"",1.73913043478261"
"1162,""Chance The Rapper"",""Quavo"",""undirected"",1.73913043478261"
"1163,""Justin Bieber"",""Lil Wayne"",""undirected"",1.73913043478261"
"1164,""Justin Bieber"",""Quavo"",""undirected"",1.73913043478261"
"1165,""Lil Wayne"",""Quavo"",""undirected"",1.73913043478261"
"1166,""Jason Derülo"",""Nicki Minaj"",""undirected"",1.66666666666667"
"1167,""Jason Derülo"",""Ty Dolla $ign"",""undirected"",1.66666666666667"
"1168,""Nicki Minaj"",""Ty Dolla $ign"",""undirected"",1.66666666666667"
"1169,""The Vamps"",""Tini"",""undirected"",1.6"
